Chemical Name,SMILES,Radical Name,Enthalpy,Activation Energy,k_value,Temperature,Bond Dissociation Energy,Chemical Group,Reaction Type/Pathway,PH,No,Resource:
C6H5CH2CH=CH2,C=CCc1ccccc1,sec-RO2*,-$22.90,38.60,180.00,400.00,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table
C6H5CH2CH=CH2,C=CCc1ccccc1,tert-RO2*,-$16.00,41.40,78.50,400.00,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table
Indane,c1ccc2c(c1)CCC2,RO2*,-$14.20,42.40,620.00,400.00,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table
Indane,c1ccc2c(c1)CCC2,sec-RO2*,-$10.70,43.70,390.00,400.00,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table
Indane,c1ccc2c(c1)CCC2,tert-RO2*,-$3.80,46.70,160.00,400.00,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table
Tetraline,c1ccc2c(c1)CCCC2,RO2*,-$20.00,39.70,2600.00,400.00,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table
Tetraline,c1ccc2c(c1)CCCC2,sec-RO2*,-$16.50,41.20,1700.00,400.00,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table
Tetraline,c1ccc2c(c1)CCCC2,tert-RO2*,-$9.60,44.10,700.00,400.00,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table
(2-C10H7)2NH,c1ccc2cc(Nc3ccc4ccccc4c3)ccc2c1,RO2*,-$8.80,15.70,890000.00,400.00,360.20,Amine,Electron Transfer,,135,4.2 Table
(2-C10H7)2NH,c1ccc2cc(Nc3ccc4ccccc4c3)ccc2c1,sec-RO2*,-$5.30,17.30,550000.00,400.00,360.20,Amine,Electron Transfer,,135,4.2 Table
(2-C10H7)2NH,c1ccc2cc(Nc3ccc4ccccc4c3)ccc2c1,tert-RO2*,$1.60,20.60,200000.00,400.00,360.20,Amine,Electron Transfer,,135,4.2 Table
(C6H5)2NH,c1ccc(Nc2ccccc2)cc1,RO2*,-$4.30,17.80,470000.00,400.00,364.70,Amine,Electron Transfer,,136,4.2 Table
(C6H5)2NH,c1ccc(Nc2ccccc2)cc1,sec-RO2*,-$0.80,19.50,280000.00,400.00,364.70,Amine,Electron Transfer,,136,4.2 Table
(C6H5)2NH,c1ccc(Nc2ccccc2)cc1,tert-RO2*,$6.10,22.80,110000.00,400.00,364.70,Amine,Electron Transfer,,136,4.2 Table
(4-BrC6H4)2NH,Brc1ccc(Nc2ccc(Br)cc2)cc1,RO2*,-$4.80,17.60,500000.00,400.00,364.20,Amine,Electron Transfer,,137,4.2 Table
(4-BrC6H4)2NH,Brc1ccc(Nc2ccc(Br)cc2)cc1,sec-RO2*,-$1.30,19.20,310000.00,400.00,364.20,Amine,Electron Transfer,,137,4.2 Table
(4-BrC6H4)2NH,Brc1ccc(Nc2ccc(Br)cc2)cc1,tert-RO2*,-$5.60,17.20,570000.00,400.00,364.20,Amine,Electron Transfer,,137,4.2 Table
(4-CH3OC6H4)2NH,COc1ccc(Nc2ccc(OC)cc2)cc1,RO2*,-$0.40,10.70,4000000.00,400.00,348.60,Amine,Electron Transfer,,138,4.2 Table
(4-CH3OC6H4)2NH,COc1ccc(Nc2ccc(OC)cc2)cc1,sec-RO2*,-$16.90,12.10,2600000.00,400.00,348.60,Amine,Electron Transfer,,138,4.2 Table
(4-CH3OC6H4)2NH,COc1ccc(Nc2ccc(OC)cc2)cc1,tert-RO2*,-$10.00,15.20,1000000.00,400.00,348.60,Amine,Electron Transfer,,138,4.2 Table
(4-CH3C6H4)2NH,Cc1ccc(Nc2ccc(C)cc2)cc1,RO2*,-$11.50,14.50,1300000.00,400.00,357.50,Amine,Electron Transfer,,139,4.2 Table
(4-CH3C6H4)2NH,Cc1ccc(Nc2ccc(C)cc2)cc1,sec-RO2*,-$8.00,16.10,790000.00,400.00,357.50,Amine,Electron Transfer,,139,4.2 Table
(4-CH3C6H4)2NH,Cc1ccc(Nc2ccc(C)cc2)cc1,tert-RO2*,-$1.10,19.30,300000.00,400.00,357.50,Amine,Electron Transfer,,139,4.2 Table
(4-(CH3)3CC6H4)2NH,CC(C)(C)c1ccc(Nc2ccc(C(C)(C)C)cc2)cc1,RO2*,-$10.20,15.10,1100000.00,400.00,358.80,Amine,Electron Transfer,,140,4.2 Table
(4-(CH3)3CC6H4)2NH,CC(C)(C)c1ccc(Nc2ccc(C(C)(C)C)cc2)cc1,sec-RO2*,-$6.70,16.70,660000.00,400.00,358.80,Amine,Electron Transfer,,140,4.2 Table
(4-(CH3)3CC6H4)2NH,CC(C)(C)c1ccc(Nc2ccc(C(C)(C)C)cc2)cc1,tert-RO2*,$0.20,19.90,250000.00,400.00,358.80,Amine,Electron Transfer,,140,4.2 Table
4-CH3OC6H4NHC6H5,COc1ccc(Nc2ccccc2)cc1,RO2*,-$13.10,13.80,1600000.00,400.00,355.90,Amine,Electron Transfer,,141,4.2 Table
4-CH3OC6H4NHC6H5,COc1ccc(Nc2ccccc2)cc1,sec-RO2*,-$9.60,15.40,970000.00,400.00,355.90,Amine,Electron Transfer,,141,4.2 Table
4-CH3OC6H4NHC6H5,COc1ccc(Nc2ccccc2)cc1,tert-RO2*,-$2.70,18.60,370000.00,400.00,355.90,Amine,Electron Transfer,,141,4.2 Table
4-NO2C6H4NHC6H4,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,RO2*,$3.90,21.80,140000.00,400.00,372.90,Amine,Electron Transfer,,142,4.2 Table
4-NO2C6H4NHC6H4,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,sec-RO2*,$7.40,23.50,85000.00,400.00,372.90,Amine,Electron Transfer,,142,4.2 Table
4-NO2C6H4NHC6H4,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,tert-RO2*,$14.30,27.00,30000.00,400.00,372.90,Amine,Electron Transfer,,142,4.2 Table
4-(CH3)3CC6H4NHC6H5,CC(C)(C)c1ccc(Nc2ccccc2)cc1,RO2*,-$8.70,15.80,860000.00,400.00,360.30,Amine,Electron Transfer,,143,4.2 Table
4-(CH3)3CC6H4NHC6H5,CC(C)(C)c1ccc(Nc2ccccc2)cc1,sec-RO2*,-$5.20,17.40,530000.00,400.00,360.30,Amine,Electron Transfer,,143,4.2 Table
4-(CH3)3CC6H4NHC6H5,CC(C)(C)c1ccc(Nc2ccccc2)cc1,tert-RO2*,$1.70,20.70,200000.00,400.00,360.30,Amine,Electron Transfer,,143,4.2 Table
1-C10H7NH2,Nc1cccc2ccccc12,RO2*,$5.70,22.60,220000.00,400.00,374.70,Amine,Electron Transfer,,144,4.2 Table
1-C10H7NH2,Nc1cccc2ccccc12,sec-RO2*,$9.20,24.40,130000.00,400.00,374.70,Amine,Electron Transfer,,144,4.2 Table
1-C10H7NH2,Nc1cccc2ccccc12,tert-RO2*,$16.10,28.00,44000.00,400.00,374.70,Amine,Electron Transfer,,144,4.2 Table
2-C10H7NH2,Nc1ccc2ccccc2c1,RO2*,$10.50,25.10,110000.00,400.00,379.50,Amine,Electron Transfer,,145,4.2 Table
2-C10H7NH2,Nc1ccc2ccccc2c1,sec-RO2*,$14.00,26.90,61000.00,400.00,379.50,Amine,Electron Transfer,,145,4.2 Table
2-C10H7NH2,Nc1ccc2ccccc2c1,tert-RO2*,$20.90,30.60,20000.00,400.00,379.50,Amine,Electron Transfer,,145,4.2 Table
2-C10H7NHC6H4NH-2'-C10H7,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,RO2*,-$22.40,9.80,11000000.00,400.00,346.60,Amine,Electron Transfer,,146,4.2 Table
2-C10H7NHC6H4NH-2'-C10H7,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,sec-RO2*,-$18.90,11.30,6700000.00,400.00,346.60,Amine,Electron Transfer,,146,4.2 Table
2-C10H7NHC6H4NH-2'-C10H7,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,tert-RO2*,-$12.00,14.30,2700000.00,400.00,346.60,Amine,Electron Transfer,,146,4.2 Table
4-C8H17NHC6H4NHC8H17,CCCCCCCCNc1ccc(NCCCCCCCC)cc1,RO2*,-$22.10,10.00,10000000.00,400.00,346.90,Amine,Electron Transfer,,147,4.2 Table
4-C8H17NHC6H4NHC8H17,CCCCCCCCNc1ccc(NCCCCCCCC)cc1,sec-RO2*,-$18.60,11.40,6500000.00,400.00,346.90,Amine,Electron Transfer,,147,4.2 Table
4-C8H17NHC6H4NHC8H17,CCCCCCCCNc1ccc(NCCCCCCCC)cc1,tert-RO2*,-$11.70,14.40,2600000.00,400.00,346.90,Amine,Electron Transfer,,147,4.2 Table
4-C6H5NHC6H4NHC6H5,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,RO2*,-$13.10,13.80,3200000.00,400.00,355.90,Amine,Electron Transfer,,148,4.2 Table
4-C6H5NHC6H4NHC6H5,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,sec-RO2*,-$9.60,15.40,1900000.00,400.00,355.90,Amine,Electron Transfer,,148,4.2 Table
4-C6H5NHC6H4NHC6H5,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,tert-RO2*,-$2.70,18.60,680000.00,400.00,355.90,Amine,Electron Transfer,,148,4.2 Table
4-(CH3)2CHNH-4-C6H4NHC6H4CH(CH3)2,CC(C)c1ccc(Nc2ccc(Nc3ccc(C(C)C)cc3)cc2)cc1,RO2*,-$35.40,4.70,49000000.00,400.00,333.60,Amine,Electron Transfer,,149,4.2 Table
4-(CH3)2CHNH-4-C6H4NHC6H4CH(CH3)2,CC(C)c1ccc(Nc2ccc(Nc3ccc(C(C)C)cc3)cc2)cc1,sec-RO2*,-$31.90,6.00,33000000.00,400.00,333.60,Amine,Electron Transfer,,149,4.2 Table
4-(CH3)2CHNH-4-C6H4NHC6H4CH(CH3)2,CC(C)c1ccc(Nc2ccc(Nc3ccc(C(C)C)cc3)cc2)cc1,tert-RO2*,-$25.00,8.80,14000000.00,400.00,333.60,Amine,Electron Transfer,,149,4.2 Table
4-C6H5NHC6H4NHCH(CH3)2,CC(C)Nc1ccc(Nc2ccccc2)cc1,RO2*,-$19.80,10.90,7500000.00,400.00,349.20,Amine,Electron Transfer,,150,4.2 Table
4-C6H5NHC6H4NHCH(CH3)2,CC(C)Nc1ccc(Nc2ccccc2)cc1,sec-RO2*,-$16.30,12.40,4800000.00,400.00,349.20,Amine,Electron Transfer,,150,4.2 Table
4-C6H5NHC6H4NHCH(CH3)2,CC(C)Nc1ccc(Nc2ccccc2)cc1,tert-RO2*,-$9.40,15.50,1900000.00,400.00,349.20,Amine,Electron Transfer,,150,4.2 Table
"C6H5NH-1-3,7-[(CH3)3C]2C10H5",CC(C)(C)c1ccc2cc(Nc3ccccc3C(C)(C)C)ccc2c1,RO2*,-$24.10,9.10,6500000.00,400.00,344.90,Amine,Electron Transfer,,151,4.2 Table
"C6H5NH-1-3,7-[(CH3)3C]2C10H5",CC(C)(C)c1ccc2cc(Nc3ccccc3C(C)(C)C)ccc2c1,sec-RO2*,-$20.60,10.60,4100000.00,400.00,344.90,Amine,Electron Transfer,,151,4.2 Table
"C6H5NH-1-3,7-[(CH3)3C]2C10H5",CC(C)(C)c1ccc2cc(Nc3ccccc3C(C)(C)C)ccc2c1,tert-RO2*,-$13.70,13.50,1700000.00,400.00,344.90,Amine,Electron Transfer,,151,4.2 Table
1-C10H7NHC6H5,c1ccc(Nc2cccc3ccccc23)cc1,RO2*,-$11.90,14.30,1400000.00,400.00,357.10,Amine,Electron Transfer,,152,4.2 Table
1-C10H7NHC6H5,c1ccc(Nc2cccc3ccccc23)cc1,sec-RO2*,-$8.40,15.90,840000.00,400.00,357.10,Amine,Electron Transfer,,152,4.2 Table
1-C10H7NHC6H5,c1ccc(Nc2cccc3ccccc23)cc1,tert-RO2*,-$1.50,19.10,320000.00,400.00,357.10,Amine,Electron Transfer,,152,4.2 Table
2-C10H7NHC6H5,c1ccc(Nc2ccc3ccccc3c2)cc1,RO2*,-$6.10,17.00,600000.00,400.00,362.90,Amine,Electron Transfer,,153,4.2 Table
2-C10H7NHC6H5,c1ccc(Nc2ccc3ccccc3c2)cc1,sec-RO2*,-$2.60,18.60,370000.00,400.00,362.90,Amine,Electron Transfer,,153,4.2 Table
2-C10H7NHC6H5,c1ccc(Nc2ccc3ccccc3c2)cc1,tert-RO2*,$4.30,17.80,470000.00,400.00,362.90,Amine,Electron Transfer,,153,4.2 Table
2-C10H7NH(4'-C6H5O)C6H4,c1ccc(Oc2ccc(Nc3ccc4ccccc4c3)cc2)cc1,RO2*,-$19.50,11.00,3700000.00,400.00,349.50,Amine,Electron Transfer,,154,4.2 Table
2-C10H7NH(4'-C6H5O)C6H4,c1ccc(Oc2ccc(Nc3ccc4ccccc4c3)cc2)cc1,sec-RO2*,-$16.00,12.50,2300000.00,400.00,349.50,Amine,Electron Transfer,,154,4.2 Table
2-C10H7NH(4'-C6H5O)C6H4,c1ccc(Oc2ccc(Nc3ccc4ccccc4c3)cc2)cc1,tert-RO2*,-$9.10,15.60,920000.00,400.00,349.50,Amine,Electron Transfer,,154,4.2 Table
"1,2-cyclo-[C(cyclo-CH2CH2O)CH2C(NH-(cyclo-C6H11))]C6H4",c1ccc(C(CC2CCOC2)NC2CCCCC2)cc1,RO2*,$0.80,20.20,230000.00,400.00,369.80,Amine,Electron Transfer,,155,4.2 Table
"1,2-cyclo-[C(cyclo-CH2CH2O)CH2C(NH-(cyclo-C6H11))]C6H4",c1ccc(C(CC2CCOC2)NC2CCCCC2)cc1,sec-RO2*,$4.30,21.90,140000.00,400.00,369.80,Amine,Electron Transfer,,155,4.2 Table
"1,2-cyclo-[C(cyclo-CH2CH2O)CH2C(NH-(cyclo-C6H11))]C6H4",c1ccc(C(CC2CCOC2)NC2CCCCC2)cc1,tert-RO2*,$11.20,25.40,48000.00,400.00,369.80,Amine,Electron Transfer,,155,4.2 Table
1-[NHC6H4-4'-C(CH3)3]-4-(CH3)3CC10H6,CC(C)(C)c1ccc(Nc2ccc3cc(C(C)(C)C)ccc3c2)cc1,RO2*,-$16.90,12.10,2600000.00,400.00,352.10,Amine,Electron Transfer,,156,4.2 Table
1-[NHC6H4-4'-C(CH3)3]-4-(CH3)3CC10H6,CC(C)(C)c1ccc(Nc2ccc3cc(C(C)(C)C)ccc3c2)cc1,sec-RO2*,-$13.40,13.70,1600000.00,400.00,352.10,Amine,Electron Transfer,,156,4.2 Table
1-[NHC6H4-4'-C(CH3)3]-4-(CH3)3CC10H6,CC(C)(C)c1ccc(Nc2ccc3cc(C(C)(C)C)ccc3c2)cc1,tert-RO2*,-$6.50,16.80,640000.00,400.00,352.10,Amine,Electron Transfer,,156,4.2 Table
"1,2-cyclo-[C(CH3)CH2C(CH3)2NH]C6H4",CC1CC(N)C(C)(C)C1c1ccccc1,RO2*,-$0.50,19.60,280000.00,400.00,368.50,Amine,Electron Transfer,,157,4.2 Table
"1,2-cyclo-[C(CH3)CH2C(CH3)2NH]C6H4",CC1CC(N)C(C)(C)C1c1ccccc1,sec-RO2*,$3.00,21.30,170000.00,400.00,368.50,Amine,Electron Transfer,,157,4.2 Table
"1,2-cyclo-[C(CH3)CH2C(CH3)2NH]C6H4",CC1CC(N)C(C)(C)C1c1ccccc1,tert-RO2*,$9.90,24.80,58000.00,400.00,368.50,Amine,Electron Transfer,,157,4.2 Table
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,3,5-[3',5'-[(CH3)2C]2-4'-HO-C6H2CH2]3C6H3",CC(C)c1cc(O)c(C(C)C)c(Cc2cc(Cc3cc(C(C)C)cc(O)c3C(C)C)cc(Cc3cc(C(C)C)cc(O)c3C(C)C)c2)c1,RO2*,-$24.10,20.40,210000.00,400.00,344.90,Phenol,Hydrogen Abstraction,,1,3.3 Table
"1,3,5-[3',5'-[(CH3)2C]2-4'-HO-C6H2CH2]3C6H3",CC(C)c1cc(O)c(C(C)C)c(Cc2cc(Cc3cc(C(C)C)cc(O)c3C(C)C)cc(Cc3cc(C(C)C)cc(O)c3C(C)C)c2)c1,sec-RO2*,-$20.60,22.00,130000.00,400.00,344.90,Phenol,Hydrogen Abstraction,,1,3.3 Table
"1,3,5-[3',5'-[(CH3)2C]2-4'-HO-C6H2CH2]3C6H3",CC(C)c1cc(O)c(C(C)C)c(Cc2cc(Cc3cc(C(C)C)cc(O)c3C(C)C)cc(Cc3cc(C(C)C)cc(O)c3C(C)C)c2)c1,tert-RO2*,-$13.70,25.10,51000.00,400.00,344.90,Phenol,Hydrogen Abstraction,,1,3.3 Table
"2,2'-CH2-[4,6-[(CH3)3C]2C6H2OH]2",CC(C)(C)c1cc(Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,RO2*,-$28.10,18.60,240000.00,400.00,340.90,Phenol,Hydrogen Abstraction,,24,3.3 Table
"2,2'-CH2-[4,6-[(CH3)3C]2C6H2OH]2",CC(C)(C)c1cc(Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,sec-RO2*,-$24.60,20.20,150000.00,400.00,340.90,Phenol,Hydrogen Abstraction,,24,3.3 Table
"2,2'-CH2-[4,6-[(CH3)3C]2C6H2OH]2",CC(C)(C)c1cc(Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,tert-RO2*,-$17.70,23.30,58000.00,400.00,340.90,Phenol,Hydrogen Abstraction,,24,3.3 Table
"C-[4-(CH2)2COOCH2-2,6-[(CH3)3C]2C6H2OH]",CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,RO2*,-$28.00,18.70,120000.00,400.00,341.00,Phenol,Hydrogen Abstraction,,31,3.3 Table
"C-[4-(CH2)2COOCH2-2,6-[(CH3)3C]2C6H2OH]",CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,sec-RO2*,-$24.50,20.20,74000.00,400.00,341.00,Phenol,Hydrogen Abstraction,,31,3.3 Table
"C-[4-(CH2)2COOCH2-2,6-[(CH3)3C]2C6H2OH]",CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,tert-RO2*,-$17.60,23.30,29000.00,400.00,341.00,Phenol,Hydrogen Abstraction,,31,3.3 Table
"2,4-[(CH3)3C]2-6-CH3-C6H2OH",Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,RO2*,-$15.10,24.50,20000.00,400.00,353.90,Phenol,Hydrogen Abstraction,,49,3.3 Table
"2,4-[(CH3)3C]2-6-CH3-C6H2OH",Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,sec-RO2*,-$11.60,26.10,12000.00,400.00,353.90,Phenol,Hydrogen Abstraction,,49,3.3 Table
"2,4-[(CH3)3C]2-6-CH3-C6H2OH",Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,tert-RO2*,-$4.70,29.40,4600.00,400.00,353.90,Phenol,Hydrogen Abstraction,,49,3.3 Table
"4,4'-[2,6-[(CH3)3C]2C6H2OH]2",CC(C)(C)c1cc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,RO2*,-$26.40,19.40,190000.00,400.00,342.60,Phenol,Hydrogen Abstraction,,50,3.3 Table
"4,4'-[2,6-[(CH3)3C]2C6H2OH]2",CC(C)(C)c1cc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,sec-RO2*,-$22.90,20.90,120000.00,400.00,342.60,Phenol,Hydrogen Abstraction,,50,3.3 Table
"4,4'-[2,6-[(CH3)3C]2C6H2OH]2",CC(C)(C)c1cc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,tert-RO2*,-$16.00,24.00,48000.00,400.00,342.60,Phenol,Hydrogen Abstraction,,50,3.3 Table
"2,6-[(CH3)3C]2C6H3OH",CC(C)(C)c1cccc(C(C)(C)C)c1O,RO2*,-$22.30,21.20,55000.00,400.00,346.70,Phenol,Hydrogen Abstraction,,51,3.3 Table
"2,6-[(CH3)3C]2C6H3OH",CC(C)(C)c1cccc(C(C)(C)C)c1O,sec-RO2*,-$18.80,22.80,34000.00,400.00,346.70,Phenol,Hydrogen Abstraction,,51,3.3 Table
"2,6-[(CH3)3C]2C6H3OH",CC(C)(C)c1cccc(C(C)(C)C)c1O,tert-RO2*,-$11.90,26.00,13000.00,400.00,346.70,Phenol,Hydrogen Abstraction,,51,3.3 Table
"2,6-[(CH3)3C]2-4-CH3CONHC6H2OH",CC(=O)Nc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,RO2*,-$42.30,12.70,700000.00,400.00,339.00,Phenol,Hydrogen Abstraction,,52,3.3 Table
"2,6-[(CH3)3C]2-4-CH3CONHC6H2OH",CC(=O)Nc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,sec-RO2*,-$38.80,14.20,450000.00,400.00,339.00,Phenol,Hydrogen Abstraction,,52,3.3 Table
"2,6-[(CH3)3C]2-4-CH3CONHC6H2OH",CC(=O)Nc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,tert-RO2*,-$31.90,17.00,190000.00,400.00,339.00,Phenol,Hydrogen Abstraction,,52,3.3 Table
"2,6-[(CH3)3C]2-4-CH3COC6H2OH",CC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,RO2*,-$23.50,20.70,63000.00,400.00,345.50,Phenol,Hydrogen Abstraction,,53,3.3 Table
"2,6-[(CH3)3C]2-4-CH3COC6H2OH",CC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,sec-RO2*,-$20.00,22.20,40000.00,400.00,345.50,Phenol,Hydrogen Abstraction,,53,3.3 Table
"2,6-[(CH3)3C]2-4-CH3COC6H2OH",CC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,tert-RO2*,-$13.10,25.40,15000.00,400.00,345.50,Phenol,Hydrogen Abstraction,,53,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5CH2C6H2OH",CC(C)(C)c1cc(Cc2ccccc2)cc(C(C)(C)C)c1O,RO2*,-$29.30,18.10,140000.00,400.00,339.70,Phenol,Hydrogen Abstraction,,54,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5CH2C6H2OH",CC(C)(C)c1cc(Cc2ccccc2)cc(C(C)(C)C)c1O,sec-RO2*,-$25.80,19.60,88000.00,400.00,339.70,Phenol,Hydrogen Abstraction,,54,3.3 Table
