Chemical Name,SMILES,Radical Name,Enthalpy,Activation Energy,k_value,Temperature,Bond Dissociation Energy,Chemical Group,Reaction Type/Pathway,PH,No,Resource:
cyclo-[C(CH3)2C(CHBr2)=N(O)C(CH3)2N(OH)],CC(C)C(C(Br)Br)=[N+]([O-])C(C)(C)NO,sec-RO2*,-$54.10,2.70,12000000.00,333.00,311.40,Hydroxylamine,Hydrogen Abstraction,,178,5.2 Table
cyclo-[C(CH3)2C(CH2Br)=N(O)C(CH3)2N(OH)],CC(C)C(CBr)=[N+]([O-])C(C)(C)NO,sec-RO2*,-$59.20,0.97,23000000.00,333.00,306.30,Hydroxylamine,Hydrogen Abstraction,,183,5.2 Table
cyclo-[C(CH3)2C(4'-CH3OC6H4)=N(O)C(CH3)2N(OH)],COc1ccc(C(C(C)C)=[N+]([O-])C(C)(C)NO)cc1,sec-RO2*,-$62.30,0.00,32000000.00,333.00,303.20,Hydroxylamine,Hydrogen Abstraction,,185,5.2 Table
"1,2-C6H3[C(C6H5)3]-cyclo-[C(CH3)=CHC(CH3)2N(OH)]",CC(=CC(C)(C)NO)c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,sec-RO2*,-$76.00,0.00,32000000.00,333.00,289.50,Hydroxylamine,Hydrogen Abstraction,,200,5.2 Table
C8H13[(CH3)3C]NOH,CC(C)(C)N(O)C1CCC=CCCC1,sec-RO2*,-$30.80,11.70,470000.00,333.00,334.70,Hydroxylamine,Hydrogen Abstraction,,201,5.2 Table
C6H5C(O)[(CH3)3C]NOH,CC(C)(C)N(O)C(=O)c1ccccc1,sec-RO2*,-$42.50,7.00,2600000.00,333.00,323.00,Hydroxylamine,Hydrogen Abstraction,,202,5.2 Table
[(CH3)3C]2C=NOH,CC(C)(C)C(=NO)C(C)(C)C,sec-RO2*,-$27.00,13.30,260000.00,333.00,338.50,Hydroxylamine,Hydrogen Abstraction,,207,5.2 Table
(CF3)2NOH,ON(C(F)(F)F)C(F)(F)F,sec-RO2*,-$19.80,11.90,440000.00,333.00,345.70,Hydroxylamine,Hydrogen Abstraction,,208,5.2 Table
(CH3)2CHN(OH)C(CH3)3,CC(C)N(O)C(C)(C)C,sec-RO2*,-$12.80,19.60,27000.00,333.00,352.70,Hydroxylamine,Hydrogen Abstraction,,209,5.2 Table
(CH3)2CHCH2C(O)N(OH)C(CH3)3,CC(C)CC(=O)N(O)C(C)(C)C,sec-RO2*,-$49.00,4.60,6100000.00,333.00,316.50,Hydroxylamine,Hydrogen Abstraction,,211,5.2 Table
4-NO2C6H4N(OH)C(CH3)3,CC(C)(C)N(O)c1ccc([N+](=O)[O-])cc1,sec-RO2*,-$29.90,12.00,420000.00,333.00,335.60,Hydroxylamine,Hydrogen Abstraction,,212,5.2 Table
C6H5CH=CHC(O)N(OH)C(CH3)3,CC(C)(C)N(O)C(=O)C=Cc1ccccc1,sec-RO2*,-$44.10,6.40,3200000.00,333.00,321.40,Hydroxylamine,Hydrogen Abstraction,,213,5.2 Table
4-C6H5C6H4C(O)N(OH)C(CH3)3,CC(C)(C)N(O)C(=O)c1ccc(-c2ccccc2)cc1,sec-RO2*,-$41.10,7.50,2100000.00,333.00,324.50,Hydroxylamine,Hydrogen Abstraction,,214,5.2 Table
C6H5CH2CH2C(O)N(OH)C(CH3)3,CC(C)(C)N(O)C(=O)CCc1ccccc1,sec-RO2*,-$46.90,5.30,4700000.00,333.00,318.60,Hydroxylamine,Hydrogen Abstraction,,215,5.2 Table
CH3(CH2)9C(O)N(OH)C(CH3)3,CCCCCCCCCCC(=O)N(O)C(C)(C)C,sec-RO2*,-$48.30,4.80,5700000.00,333.00,317.20,Hydroxylamine,Hydrogen Abstraction,,216,5.2 Table
cyclo-[C(CH3)2(CH2)3C(CH3)2N(OH)],CC1(C)CCC(C)(C)N(O)C1,sec-RO2*,-$74.30,0.00,32000000.00,333.00,291.20,Hydroxylamine,Hydrogen Abstraction,,217,5.2 Table
cyclo-[C(CH3)2CH2CH(OC(O)C6H5)CH2C(CH3)2N(OH)],CC1(C)CC(OC(=O)c2ccccc2)CC(C)(C)N1O,sec-RO2*,-$65.20,0.00,32000000.00,333.00,300.30,Hydroxylamine,Hydrogen Abstraction,,218,5.2 Table
cyclo-[C(CH3)2CHBrC(O)CH2C(CH3)2N(OH)],CC1(C)CC(=O)C(Br)C(C)(C)N1O,sec-RO2*,-$62.10,0.00,32000000.00,333.00,303.40,Hydroxylamine,Hydrogen Abstraction,,219,5.2 Table
cyclo-[C(CH3)2CHClC(O)CH2C(CH3)2N(OH)],CC1(C)CC(=O)C(Cl)C(C)(C)N1O,sec-RO2*,-$67.80,0.00,32000000.00,333.00,307.90,Hydroxylamine,Hydrogen Abstraction,,220,5.2 Table
cyclo-[C(CH3)2CH2CH(OH)CH2C(CH3)2N(OH)],CC1(C)CC(O)CC(C)(C)N1O,sec-RO2*,-$63.30,0.00,32000000.00,333.00,302.20,Hydroxylamine,Hydrogen Abstraction,,221,5.2 Table
cyclo-[C(CH3)2CH2C(O)CH2C(CH3)2N(OH)],CC1(C)CC(=O)CC(C)(C)N1O,sec-RO2*,-$65.10,0.00,32000000.00,333.00,300.40,Hydroxylamine,Hydrogen Abstraction,,222,5.2 Table
cyclo-[C(CH3)2CH(C(O)NH2)CH2C(CH3)2N(OH)],CC1(C)CC(C(N)=O)C(C)(C)N1O,sec-RO2*,-$74.50,0.00,32000000.00,333.00,291.00,Hydroxylamine,Hydrogen Abstraction,,223,5.2 Table
cyclo-[C(CH3)2CH(C(O)OH)CH2C(CH3)2N(OH)],CC1(C)CC(C(=O)O)C(C)(C)N1O,sec-RO2*,-$75.40,0.00,32000000.00,333.00,290.10,Hydroxylamine,Hydrogen Abstraction,,224,5.2 Table
cyclo-[C(CH3)2CH(OH)CH2C(CH3)2N(OH)],CC1(C)CC(O)C(C)(C)N1O,sec-RO2*,-$76.40,0.00,32000000.00,333.00,289.10,Hydroxylamine,Hydrogen Abstraction,,225,5.2 Table
cyclo-[C(CH3)2C(O)CH2C(CH3)2N(OH)],CC1(C)CC(=O)C(C)(C)N1O,sec-RO2*,-$66.80,0.00,32000000.00,333.00,298.70,Hydroxylamine,Hydrogen Abstraction,,226,5.2 Table
cyclo-[C(CH3)2C(O)N(OH)C(CH3)2N(OH)],CC1(C)C(=O)N(O)C(C)(C)N(O)N1O,sec-RO2*,-$59.50,0.87,23000000.00,333.00,300.90,Hydroxylamine,Hydrogen Abstraction,,227,5.2 Table
cyclo-[C(CH3)2N(O)=C(CH3)CH2C(CH3)2N(OH)],CC(C)CC(N(O)C(C)C)=[N+](C)[O-],sec-RO2*,-$56.70,1.20,65000000.00,333.00,308.80,Hydroxylamine,Hydrogen Abstraction,,232,5.2 Table
cyclo-[C(CH3)2CH2C(C6H5)=CHC(CH3)2N(OH)],CC1(C)CC(=Cc2ccccc2)CC(C)(C)N1O,sec-RO2*,-$69.60,0.00,32000000.00,333.00,295.90,Hydroxylamine,Hydrogen Abstraction,,235,5.2 Table
"1,2-C6H3[C(C6H5)3]-cyclo-[C(CH3)(C6H5)CH2C(CH3)2N(OH)]",CC(C)(CC(C)(c1ccccc1)c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1)NO,sec-RO2*,-$72.70,0.00,32000000.00,333.00,292.80,Hydroxylamine,Hydrogen Abstraction,,237,5.2 Table
cyclo-[-CH(NOH)(CH2)3-CH(CH2)3],ONC1CCCCCCC1,tert-RO2*,-$39.80,8.00,1800000.00,333.00,318.81,Hydroxylamine,Hydrogen Abstraction,,158,5.3 Table
cyclo-[-CH(NOH)(CH2)2-CH(CH2)3],ONC1CCCCCC1,tert-RO2*,-$36.40,9.40,1100000.00,333.00,322.20,Hydroxylamine,Hydrogen Abstraction,,159,5.3 Table
cyclo-[C(CH3)2CH2C(O)NHCH2C(CH3)2N(OH)],CC1(C)CNC(=O)CC(C)(C)N1O,tert-RO2*,-$54.30,2.70,12000000.00,333.00,304.30,Hydroxylamine,Hydrogen Abstraction,,160,5.3 Table
cyclo-[C(CH3)2C(4'-FC6H4)=NC(CH3)2N(OH)],CC(C)C(=NC(C)(C)NO)c1ccc(F)cc1,tert-RO2*,-$61.50,0.20,30000000.00,333.00,296.10,Hydroxylamine,Hydrogen Abstraction,,163,5.3 Table
cyclo-[C(CH3)2C(CH3)=NC(CH3)2N(OH)],CC(=NC(C)(C)NO)C(C)C,tert-RO2*,-$63.50,0.00,32000000.00,333.00,295.20,Hydroxylamine,Hydrogen Abstraction,,166,5.3 Table
cyclo-[C(CH3)2C(4'-CH3C6H4)=NC(CH3)2N(OH)],Cc1ccc(C(=NC(C)(C)NO)C(C)C)cc1,tert-RO2*,-$60.60,0.50,27000000.00,333.00,296.90,Hydroxylamine,Hydrogen Abstraction,,167,5.3 Table
cyclo-[C(CH3)2C(CH3)2N=C(C6H5)N(OH)],CC(C)C(C)(C)N=C(NO)c1ccccc1,tert-RO2*,-$46.40,5.50,4400000.00,333.00,312.20,Hydroxylamine,Hydrogen Abstraction,,172,5.3 Table
cyclo-[C(CH3)2C(C6H5)=N(O)C(CH3)[N(CH3)OH]N(OH)],CC(C)C(c1ccccc1)=[N+]([O-])C(C)N(O)N(C)O,tert-RO2*,-$48.60,4.70,5900000.00,333.00,310.00,Hydroxylamine,Hydrogen Abstraction,,173,5.3 Table
cyclo-[C(CH3)2C(CH3)=N(O)C(CH3)2N(OH)],CC(C(C)C)=[N+]([O-])C(C)(C)NO,tert-RO2*,-$52.80,3.20,10000000.00,333.00,305.80,Hydroxylamine,Hydrogen Abstraction,,174,5.3 Table
cyclo-[C(CH3)2C(CHBr2)=N(O)C(CH3)2N(OH)],CC(C)C(C(Br)Br)=[N+]([O-])C(C)(C)NO,tert-RO2*,-$47.20,5.20,4900000.00,333.00,311.40,Hydroxylamine,Hydrogen Abstraction,,178,5.3 Table
cyclo-[C(CH3)2C(CH2Br)=N(O)C(CH3)2N(OH)],CC(C)C(CBr)=[N+]([O-])C(C)(C)NO,tert-RO2*,-$52.30,3.40,9400000.00,333.00,306.30,Hydroxylamine,Hydrogen Abstraction,,183,5.3 Table
cyclo-[C(CH3)2C(4'-CH3OC6H4)=N(O)C(CH3)2N(OH)],COc1ccc(C(C(C)C)=[N+]([O-])C(C)(C)NO)cc1,tert-RO2*,-$55.40,2.30,14000000.00,333.00,303.20,Hydroxylamine,Hydrogen Abstraction,,185,5.3 Table
"1,2-C6H3[C(C6H5)3]-cyclo-[C(CH3)=CHC(CH3)2N(OH)]",CC(=CC(C)(C)NO)c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tert-RO2*,-$69.10,0.00,32000000.00,333.00,289.50,Hydroxylamine,Hydrogen Abstraction,,200,5.3 Table
C8H13[(CH3)3C]NOH,CC(C)(C)N(O)C1CCC=CCCC1,tert-RO2*,-$23.90,14.60,160000.00,333.00,334.70,Hydroxylamine,Hydrogen Abstraction,,201,5.3 Table
C6H5C(O)[(CH3)3C]NOH,CC(C)(C)N(O)C(=O)c1ccccc1,tert-RO2*,-$35.60,9.70,960000.00,333.00,323.00,Hydroxylamine,Hydrogen Abstraction,,202,5.3 Table
[(CH3)3C]2C=NOH,CC(C)(C)C(=NO)C(C)(C)C,tert-RO2*,-$20.10,16.30,89000.00,333.00,338.50,Hydroxylamine,Hydrogen Abstraction,,207,5.3 Table
(CF3)2NOH,ON(C(F)(F)F)C(F)(F)F,tert-RO2*,-$12.90,19.50,28000.00,333.00,345.70,Hydroxylamine,Hydrogen Abstraction,,208,5.3 Table
(CH3)2CHN(OH)C(CH3)3,CC(C)N(O)C(C)(C)C,tert-RO2*,-$5.90,22.90,8200.00,333.00,352.70,Hydroxylamine,Hydrogen Abstraction,,209,5.3 Table
(CH3)2CHCH2C(O)N(OH)C(CH3)3,CC(C)CC(=O)N(O)C(C)(C)C,tert-RO2*,-$42.10,7.10,2500000.00,333.00,316.50,Hydroxylamine,Hydrogen Abstraction,,211,5.3 Table
4-NO2C6H4N(OH)C(CH3)3,CC(C)(C)N(O)c1ccc([N+](=O)[O-])cc1,tert-RO2*,-$23.00,15.00,140000.00,333.00,335.60,Hydroxylamine,Hydrogen Abstraction,,212,5.3 Table
C6H5CH=CHC(O)N(OH)C(CH3)3,CC(C)(C)N(O)C(=O)C=Cc1ccccc1,tert-RO2*,-$37.20,9.10,1200000.00,333.00,321.40,Hydroxylamine,Hydrogen Abstraction,,213,5.3 Table
4-C6H5C6H4C(O)N(OH)C(CH3)3,CC(C)(C)N(O)C(=O)c1ccc(-c2ccccc2)cc1,tert-RO2*,-$34.20,10.30,780000.00,333.00,324.50,Hydroxylamine,Hydrogen Abstraction,,214,5.3 Table
C6H5CH2CH2C(O)N(OH)C(CH3)3,CC(C)(C)N(O)C(=O)CCc1ccccc1,tert-RO2*,-$40.00,8.00,1800000.00,333.00,318.60,Hydroxylamine,Hydrogen Abstraction,,215,5.3 Table
CH3(CH2)9C(O)N(OH)C(CH3)3,CCCCCCCCCCC(=O)N(O)C(C)(C)C,tert-RO2*,-$41.40,7.40,2200000.00,333.00,317.20,Hydroxylamine,Hydrogen Abstraction,,216,5.3 Table
cyclo-[C(CH3)2(CH2)3C(CH3)2N(OH)],CC1(C)CCC(C)(C)N(O)C1,tert-RO2*,-$67.40,0.00,32000000.00,333.00,291.20,Hydroxylamine,Hydrogen Abstraction,,217,5.3 Table
cyclo-[C(CH3)2CH2CH(OC(O)C6H5)CH2C(CH3)2N(OH)],CC1(C)CC(OC(=O)c2ccccc2)CC(C)(C)N1O,tert-RO2*,-$58.30,1.30,20000000.00,333.00,300.30,Hydroxylamine,Hydrogen Abstraction,,218,5.3 Table
cyclo-[C(CH3)2CHBrC(O)CH2C(CH3)2N(OH)],CC1(C)CC(=O)C(Br)C(C)(C)N1O,tert-RO2*,-$55.20,2.30,14000000.00,333.00,303.40,Hydroxylamine,Hydrogen Abstraction,,219,5.3 Table
cyclo-[C(CH3)2CHClC(O)CH2C(CH3)2N(OH)],CC1(C)CC(=O)C(Cl)C(C)(C)N1O,tert-RO2*,-$60.90,0.40,28000000.00,333.00,307.90,Hydroxylamine,Hydrogen Abstraction,,220,5.3 Table
cyclo-[C(CH3)2CH2CH(OH)CH2C(CH3)2N(OH)],CC1(C)CC(O)CC(C)(C)N1O,tert-RO2*,-$56.40,1.90,16000000.00,333.00,302.20,Hydroxylamine,Hydrogen Abstraction,,221,5.3 Table
cyclo-[C(CH3)2CH2C(O)CH2C(CH3)2N(OH)],CC1(C)CC(=O)CC(C)(C)N1O,tert-RO2*,-$58.20,1.30,20000000.00,333.00,300.40,Hydroxylamine,Hydrogen Abstraction,,222,5.3 Table
cyclo-[C(CH3)2CH(C(O)NH2)CH2C(CH3)2N(OH)],CC1(C)CC(C(N)=O)C(C)(C)N1O,tert-RO2*,-$67.60,0.00,32000000.00,333.00,291.00,Hydroxylamine,Hydrogen Abstraction,,223,5.3 Table
cyclo-[C(CH3)2CH(C(O)OH)CH2C(CH3)2N(OH)],CC1(C)CC(C(=O)O)C(C)(C)N1O,tert-RO2*,-$68.50,0.00,32000000.00,333.00,290.10,Hydroxylamine,Hydrogen Abstraction,,224,5.3 Table
cyclo-[C(CH3)2CH(OH)CH2C(CH3)2N(OH)],CC1(C)CC(O)C(C)(C)N1O,tert-RO2*,-$69.50,0.00,32000000.00,333.00,289.10,Hydroxylamine,Hydrogen Abstraction,,225,5.3 Table
cyclo-[C(CH3)2COCH2C(CH3)2N(OH)],CC1(C)COCC(C)(C)N1O,tert-RO2*,-$59.90,0.70,25000000.00,333.00,298.70,Hydroxylamine,Hydrogen Abstraction,,226,5.3 Table
cyclo-[C(CH3)2C(O)N(OH)C(CH3)2N(OH)],CC1(C)C(=O)N(O)C(C)(C)N(O)N1O,tert-RO2*,-$52.60,3.30,9700000.00,333.00,300.90,Hydroxylamine,Hydrogen Abstraction,,227,5.3 Table
cyclo-[C(CH3)2N(O)=C(CH3)CH2C(CH3)2N(OH)],CC(C)CC(N(O)C(C)C)=[N+](C)[O-],tert-RO2*,-$49.80,4.30,6800000.00,333.00,308.80,Hydroxylamine,Hydrogen Abstraction,,232,5.3 Table
cyclo-[C(CH3)2CH2C(C6H5)=CHC(CH3)2N(OH)],CC1(C)CC(=Cc2ccccc2)CC(C)(C)N1O,tert-RO2*,-$62.70,0.00,32000000.00,333.00,295.90,Hydroxylamine,Hydrogen Abstraction,,235,5.3 Table
"1,2-C6H3[C(C6H5)3]-cyclo-[C(CH3)(C6H5)CH2C(CH3)2N(OH)]",CC(C)(CC(C)(c1ccccc1)c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1)NO,tert-RO2*,-$65.80,0.00,32000000.00,333.00,292.80,Hydroxylamine,Hydrogen Abstraction,,237,5.3 Table
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,3,5-[3',5'-[(CH3)2C]2-4'-HO-C6H2CH2]3C6H3",CC(C)c1cc(O)c(C(C)C)c(Cc2cc(Cc3cc(C(C)C)cc(O)c3C(C)C)cc(Cc3cc(C(C)C)cc(O)c3C(C)C)c2)c1,RO2*,-$24.10,20.40,60000.00,333.00,344.90,Phenol,Hydrogen Abstraction,,1,3.3 Table
"1,3,5-[3',5'-[(CH3)2C]2-4'-HO-C6H2CH2]3C6H3",CC(C)c1cc(O)c(C(C)C)c(Cc2cc(Cc3cc(C(C)C)cc(O)c3C(C)C)cc(Cc3cc(C(C)C)cc(O)c3C(C)C)c2)c1,sec-RO2*,-$20.60,22.00,33000.00,333.00,344.90,Phenol,Hydrogen Abstraction,,1,3.3 Table
"1,3,5-[3',5'-[(CH3)2C]2-4'-HO-C6H2CH2]3C6H3",CC(C)c1cc(O)c(C(C)C)c(Cc2cc(Cc3cc(C(C)C)cc(O)c3C(C)C)cc(Cc3cc(C(C)C)cc(O)c3C(C)C)c2)c1,tert-RO2*,-$13.70,25.10,11000.00,333.00,344.90,Phenol,Hydrogen Abstraction,,1,3.3 Table
"2,2'-CH2-[4,6-[(CH3)3C]2C6H2OH]2",CC(C)(C)c1cc(Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,RO2*,-$28.10,18.60,74000.00,333.00,340.90,Phenol,Hydrogen Abstraction,,24,3.3 Table
"2,2'-CH2-[4,6-[(CH3)3C]2C6H2OH]2",CC(C)(C)c1cc(Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,sec-RO2*,-$24.60,20.20,44000.00,333.00,340.90,Phenol,Hydrogen Abstraction,,24,3.3 Table
"2,2'-CH2-[4,6-[(CH3)3C]2C6H2OH]2",CC(C)(C)c1cc(Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,tert-RO2*,-$17.70,23.30,14000.00,333.00,340.90,Phenol,Hydrogen Abstraction,,24,3.3 Table
"C-[4-(CH2)2COOCH2-2,6-[(CH3)3C]2C6H2OH]",CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,RO2*,-$28.00,18.70,37000.00,333.00,341.00,Phenol,Hydrogen Abstraction,,31,3.3 Table
"C-[4-(CH2)2COOCH2-2,6-[(CH3)3C]2C6H2OH]",CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,sec-RO2*,-$24.50,20.20,22000.00,333.00,341.00,Phenol,Hydrogen Abstraction,,31,3.3 Table
"C-[4-(CH2)2COOCH2-2,6-[(CH3)3C]2C6H2OH]",CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,tert-RO2*,-$17.60,23.30,7100.00,333.00,341.00,Phenol,Hydrogen Abstraction,,31,3.3 Table
"2,4-[(CH3)3C]2-6-CH3-C6H2OH",Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,RO2*,-$15.10,24.50,4600.00,333.00,353.90,Phenol,Hydrogen Abstraction,,49,3.3 Table
"2,4-[(CH3)3C]2-6-CH3-C6H2OH",Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,sec-RO2*,-$11.60,26.10,2600.00,333.00,353.90,Phenol,Hydrogen Abstraction,,49,3.3 Table
"2,4-[(CH3)3C]2-6-CH3-C6H2OH",Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,tert-RO2*,-$4.70,29.40,780.00,333.00,353.90,Phenol,Hydrogen Abstraction,,49,3.3 Table
"4,4'-[2,6-[(CH3)3C]2C6H2OH]2",CC(C)(C)c1cc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,RO2*,-$26.40,19.40,58000.00,333.00,342.60,Phenol,Hydrogen Abstraction,,50,3.3 Table
"4,4'-[2,6-[(CH3)3C]2C6H2OH]2",CC(C)(C)c1cc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,sec-RO2*,-$22.90,20.90,34000.00,333.00,342.60,Phenol,Hydrogen Abstraction,,50,3.3 Table
"4,4'-[2,6-[(CH3)3C]2C6H2OH]2",CC(C)(C)c1cc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,tert-RO2*,-$16.00,24.00,11000.00,333.00,342.60,Phenol,Hydrogen Abstraction,,50,3.3 Table
"2,6-[(CH3)3C]2C6H3OH",CC(C)(C)c1cccc(C(C)(C)C)c1O,RO2*,-$22.30,21.20,15000.00,333.00,346.70,Phenol,Hydrogen Abstraction,,51,3.3 Table
"2,6-[(CH3)3C]2C6H3OH",CC(C)(C)c1cccc(C(C)(C)C)c1O,sec-RO2*,-$18.80,22.80,8500.00,333.00,346.70,Phenol,Hydrogen Abstraction,,51,3.3 Table
"2,6-[(CH3)3C]2C6H3OH",CC(C)(C)c1cccc(C(C)(C)C)c1O,tert-RO2*,-$11.90,26.00,2700.00,333.00,346.70,Phenol,Hydrogen Abstraction,,51,3.3 Table
"2,6-[(CH3)3C]2-4-CH3CONHC6H2OH",CC(=O)Nc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,RO2*,-$42.30,12.70,330000.00,333.00,339.00,Phenol,Hydrogen Abstraction,,52,3.3 Table
"2,6-[(CH3)3C]2-4-CH3CONHC6H2OH",CC(=O)Nc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,sec-RO2*,-$38.80,14.20,190000.00,333.00,339.00,Phenol,Hydrogen Abstraction,,52,3.3 Table
"2,6-[(CH3)3C]2-4-CH3CONHC6H2OH",CC(=O)Nc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,tert-RO2*,-$31.90,17.00,69000.00,333.00,339.00,Phenol,Hydrogen Abstraction,,52,3.3 Table
"2,6-[(CH3)3C]2-4-CH3COC6H2OH",CC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,RO2*,-$23.50,20.70,18000.00,333.00,345.50,Phenol,Hydrogen Abstraction,,53,3.3 Table
"2,6-[(CH3)3C]2-4-CH3COC6H2OH",CC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,sec-RO2*,-$20.00,22.20,11000.00,333.00,345.50,Phenol,Hydrogen Abstraction,,53,3.3 Table
"2,6-[(CH3)3C]2-4-CH3COC6H2OH",CC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,tert-RO2*,-$13.10,25.40,3300.00,333.00,345.50,Phenol,Hydrogen Abstraction,,53,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5CH2C6H2OH",CC(C)(C)c1cc(Cc2ccccc2)cc(C(C)(C)C)c1O,RO2*,-$29.30,18.10,46000.00,333.00,339.70,Phenol,Hydrogen Abstraction,,54,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5CH2C6H2OH",CC(C)(C)c1cc(Cc2ccccc2)cc(C(C)(C)C)c1O,sec-RO2*,-$25.80,19.60,27000.00,333.00,339.70,Phenol,Hydrogen Abstraction,,54,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5CH2C6H2OH",CC(C)(C)c1cc(Cc2ccccc2)cc(C(C)(C)C)c1O,tert-RO2*,-$18.90,22.70,8800.00,333.00,339.70,Phenol,Hydrogen Abstraction,,54,3.3 Table
"2,6-[(CH3)3C]2-4-(CH3)3COC6H2OH",CC(C)(C)Oc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,RO2*,-$37.70,14.60,160000.00,333.00,331.30,Phenol,Hydrogen Abstraction,,55,3.3 Table
"2,6-[(CH3)3C]2-4-(CH3)3COC6H2OH",CC(C)(C)Oc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,sec-RO2*,-$34.20,16.10,95000.00,333.00,331.30,Phenol,Hydrogen Abstraction,,55,3.3 Table
"2,6-[(CH3)3C]2-4-(CH3)3COC6H2OH",CC(C)(C)Oc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,tert-RO2*,-$27.30,19.00,33000.00,333.00,331.30,Phenol,Hydrogen Abstraction,,55,3.3 Table
"2,6-[(CH3)3C]2-4-CH3OC6H2OH",COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,RO2*,-$38.30,14.40,180000.00,333.00,330.70,Phenol,Hydrogen Abstraction,,62,3.3 Table
"2,6-[(CH3)3C]2-4-CH3OC6H2OH",COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,sec-RO2*,-$34.80,15.80,110000.00,333.00,330.70,Phenol,Hydrogen Abstraction,,62,3.3 Table
"2,6-[(CH3)3C]2-4-CH3OC6H2OH",COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,tert-RO2*,-$27.90,18.70,37000.00,333.00,330.70,Phenol,Hydrogen Abstraction,,62,3.3 Table
"2,6-[(CH3)3C]2-4-CH3C6H2OH",Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,RO2*,-$30.00,17.80,52000.00,333.00,339.00,Phenol,Hydrogen Abstraction,,64,3.3 Table
